wallet_address,score,cluster_label,anomaly_score,num_deposits,num_borrows,num_redeems,num_repays,num_liquidations,total_transactions,total_deposit_usd,total_borrow_usd,total_redeem_usd,redeem_to_deposit_ratio,avg_transaction_usd,max_transaction_usd,unique_assets_interacted,num_tx_types,wallet_lifetime_days,txs_per_day,num_days_active,tx_volatility,borrow_then_redeem_same_day,redeem_after_liquidation
0x000e840a3122ec28d0c29321db172375cb049762,268,0,0.09060462154232075,5,2,1,2,0,10,7.00190083689281e+20,216825703.6891647,267248213.6741055,3.816795180331354e-13,7.0019008368998244e+19,2.3964971572488353e+20,2,4,26,0.38461538461538464,5,2.23606797749979,0,0
0x000e9bd1d42999446d60ff60f1fb3afb13604202,206,0,0.27225402203870297,8,6,4,4,0,22,6.6654123810212954e+19,34630956.15590086,4.090920922589925e+19,0.6137536117402389,4.889242410735556e+18,1.8315732359092113e+19,3,4,1,22.0,3,6.658328118479393,1,0
0x000eab293e332bd6e67018a9150e8807bfac3233,230,0,0.0,1,0,0,0,0,1,1.097254760600487e+18,0.0,0.0,0.0,1.097254760600487e+18,1.097254760600487e+18,1,1,1,1.0,1,0.0,0,0
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,254,0,0.03961374274521621,1,0,1,0,0,2,1.0237738923188868e+20,0.0,8.248886148682798e+19,0.8057332005213336,9.243312535935833e+19,1.0237738923188868e+20,2,2,15,0.13333333333333333,2,0.0,0,0
0x000f4432a40560bbff1b581a8b7aded8dab80026,241,0,0.15484324176225311,7,6,9,3,0,25,3.1488764002887654e+22,17603979119.70302,3.538938864516284e+22,1.1238735392064763,2.675126105923426e+21,1.3271969647213775e+22,4,4,18,1.3888888888888888,6,1.7224014243685086,1,0
0x000f7f22bfc28d940d4b68e13213ab17cf107790,825,1,0.965626546138065,26,19,15,13,0,73,4.094270498824154e+25,3.443628028011006e+25,4.077799057890072e+25,0.9959769534184875,2.061530157506118e+24,6.85949221370097e+24,5,4,2,36.5,3,9.291573243177568,1,0
0x000f908720f9ce164d90f4fc89459fab4442907f,251,0,0.5320215709995559,32,30,17,17,0,96,1.5335142063321438e+21,7.964431003956306e+20,1.5300300187535228e+21,0.9977279717630041,4.846628328779377e+19,2.5886931382803592e+20,2,4,1,96.0,2,28.284271247461902,1,0
0x000fbfec300959d0f2f327728a889c1f5de8e2df,229,0,0.08722527967031968,3,1,3,1,0,8,5.914282535689781e+20,1.4001063060029029e+20,3.5014550700363304e+20,0.5920337841330329,1.526605503325834e+20,5.81502158577032e+20,2,4,8,1.0,4,1.4142135623730951,0,0
0x0011730224657eb527cf736039854c3a3f140e63,213,0,0.12311076319232162,1,1,1,1,0,4,1.5073242050250017e+21,7.380253561825902e+20,1.520678661300002e+21,1.008859710625279,1.126013394672546e+21,1.520678661300002e+21,2,4,1,4.0,1,0.0,1,0
0x00120ea6fdbaf057eadc1bd149f957488444e92c,221,0,0.07404983928689475,2,1,0,1,0,4,2.6112589171173402e+20,2602967.788219515,0.0,0.0,6.528147292793481e+19,1.306967689887339e+20,2,3,1,4.0,1,0.0,0,0
0x0012668072f7e0579caf7e047713d8b6d476d0db,230,0,0.011979049792413397,2,0,0,0,0,2,2.2961814875215222e+18,0.0,0.0,0.0,1.1480907437607611e+18,1.1725579723009603e+18,1,1,2,1.0,2,0.0,0,0
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,261,0,0.584668135752807,101,24,11,93,2,231,1.8386338103210843e+22,4.965173744632387e+21,3.8149813393370545e+21,0.20749000251827396,1.2165205690249069e+20,4.162605766511282e+21,7,5,62,3.725806451612903,31,9.255048026806486,1,0
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,226,0,0.021527364830000565,0,0,1,0,0,1,0.0,0.0,9.901298877476563e+18,0.0,9.901298877476563e+18,9.901298877476563e+18,1,1,1,1.0,1,0.0,0,0
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,230,0,0.0,1,0,0,0,0,1,2.0424043145808832e+17,0.0,0.0,0.0,2.0424043145808832e+17,2.0424043145808832e+17,1,1,1,1.0,1,0.0,0,0
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,237,0,0.016557234428532238,2,0,0,0,0,2,2435337.781859825,0.0,0.0,0.0,1217668.8909299124,1299595.7635408237,1,1,6,0.3333333333333333,2,0.0,0,0
0x0014dfac19477a83d7354e6eaac28642c1959398,256,0,0.2209281864441465,10,6,11,9,0,36,8.672151626282624e+22,18149001627.910835,8.28358750569956e+22,0.9551940351912844,4.709927536662728e+21,2.5306347499020054e+22,3,4,30,1.2,12,2.593698657761292,1,0
0x001589fe1923c2118f34e4277f2ef650fcbf0161,473,0,0.3470323253216932,19,2,9,0,0,30,3.758467113608676e+21,1.419946916528213e+21,2.1762171066894005e+21,0.5790172006054658,2.451543712275429e+20,1.17941130465513e+21,5,3,132,0.22727272727272727,18,0.90748521297303,0,0
0x00159370cbe576b765a7fb2e78582e0cb563d445,244,0,0.15988912278933035,10,7,2,0,0,19,2.45109077740698e+21,2.3487368202867216e+21,1.090721667688074e+21,0.4449943991229707,3.10028908704304e+20,1.1075436442175006e+21,5,3,20,0.95,9,1.1666666666666665,1,0
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,229,0,0.015485685015710971,1,0,1,0,0,2,14143677.216766179,0.0,14130603.586076489,0.9990756554685657,14137140.401421335,14143677.216766179,1,2,1,2.0,1,0.0,0,0
0x0016469a65facda9e86fd0ae0e9661128843c224,228,0,0.020600102096621276,1,1,0,0,0,2,2.066851083836642e+16,4676133673838557.0,0.0,0.0,1.2672322256102488e+16,2.066851083836642e+16,1,2,1,2.0,1,0.0,0,0
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,230,0,0.0,1,0,0,0,0,1,2.0245672002376752e+17,0.0,0.0,0.0,2.0245672002376752e+17,2.0245672002376752e+17,1,1,1,1.0,1,0.0,0,0
0x00183135585d70a523d61b2e43037a7138b36906,323,0,0.2028310722550297,15,13,16,10,0,54,1.6622293870576693e+21,3.8497900537521604e+21,7.298883218616618e+20,0.43910204424531635,1.4724039237602145e+20,9.072969927054526e+20,6,4,57,0.9473684210526315,21,1.8593393604027366,1,0
0x00184e8aa1e95f491f2d9601e12b540092160ded,215,0,0.10954235402492499,1,1,1,1,0,4,1.0230571110800009e+20,2.498479710580002e+19,1.0230571110800009e+20,1.0,6.364525410690005e+19,1.0230571110800009e+20,2,4,1,4.0,1,0.0,1,0
0x0018583d7654803d2c59467e10dec5f70bbe1851,229,0,0.284943884728433,72,0,0,0,0,72,260583128623810.8,0.0,0.0,0.0,3619210119775.1504,10102955253495.256,3,1,22,3.272727272727273,11,2.2074254852038093,0,0
0x001875a076b3cfe1c9535d76b0345c16e3d61118,235,0,0.015191123845996891,2,0,0,0,0,2,2259609.8782034474,0.0,0.0,0.0,1129804.9391017237,1156346.8866034455,1,1,5,0.4,2,0.0,0,0
0x0018d044b946ede86b43bb3b964a45772a5abeb9,317,0,0.17056593691918048,9,2,9,2,0,22,2.8720331146862185e+22,1121551.4727063226,3.4550149630414836e+22,1.2029857682956968,2.8759309444216835e+21,3.411306102456338e+22,3,4,53,0.41509433962264153,8,3.1052950170405937,1,0
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,242,0,0.09029097684425465,0,1,2,2,0,5,0.0,79004124.43596895,2.038323035119535e+20,0.0,4.0766460702438244e+19,2.0383230351195347e+20,3,3,14,0.35714285714285715,2,0.7071067811865476,0,0
0x0019bd9f6142943f3a03a8a62d0001a95213f555,230,0,0.0,1,0,0,0,0,1,1.2660839226404059e+17,0.0,0.0,0.0,1.2660839226404059e+17,1.2660839226404059e+17,1,1,1,1.0,1,0.0,0,0
0x001b024b98ee862aa01eea595c4c16a0213d2611,225,0,0.034849349442214496,1,1,0,0,0,2,9.012925262863052e+20,498740594.39622635,0.0,0.0,4.50646263143402e+20,9.012925262863052e+20,2,2,1,2.0,1,0.0,0,0
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,250,0,0.1443888019210558,10,6,9,7,0,32,4.6710787684152525e+19,234878214.29900873,332415506.1071014,7.1164611557145575e-12,1.4597121151548462e+18,3.069626592056859e+19,3,4,23,1.391304347826087,6,4.412104562073146,1,0
0x001bc97d92e1a30b02d4e75be25f06063555d556,188,0,0.30555931385762913,12,10,14,9,0,45,1.1472342231228868e+23,54445837409.09295,9.96963166206829e+22,0.8690144925183587,4.764883087401789e+21,3.284479895481458e+22,4,4,9,5.0,5,9.72111104761179,1,0
0x001be549fa377710b9e59d57bbdf593ce1e379ca,265,0,0.04232136320633611,2,0,0,0,0,2,1.586084926828216e+18,0.0,0.0,0.0,7.93042463414108e+17,1.5860849268133317e+18,2,1,20,0.1,2,0.0,0,0
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,242,0,0.031512295091013054,2,0,0,0,0,2,1.8124286535486912e+18,0.0,0.0,0.0,9.062143267743456e+17,1.8124286535486812e+18,2,1,9,0.2222222222222222,2,0.0,0,0
0x001d2a3192a49e28cac0a7abcaa916648c62b982,230,0,0.0,1,0,0,0,0,1,1.5659901853326884e+18,0.0,0.0,0.0,1.5659901853326884e+18,1.5659901853326884e+18,1,1,1,1.0,1,0.0,0,0
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,230,0,0.0,1,0,0,0,0,1,1133785.1305503868,0.0,0.0,0.0,1133785.1305503868,1133785.1305503868,1,1,1,1.0,1,0.0,0,0
0x001f96b7e19a54ae45f451b0148336504d03fdcf,230,0,0.0,1,0,0,0,0,1,566640822.6639781,0.0,0.0,0.0,566640822.6639781,566640822.6639781,1,1,1,1.0,1,0.0,0,0
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,366,0,0.10990560680080431,5,0,1,0,0,6,1.1963032316799445e+21,0.0,3.2360395233508616e+20,0.27050328358693443,2.533178640025051e+20,1.0555782861819131e+21,2,2,68,0.08823529411764706,5,0.4472135954999579,0,0
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,230,0,0.0,1,0,0,0,0,1,23605.146373711013,0.0,0.0,0.0,23605.146373711013,23605.146373711013,1,1,1,1.0,1,0.0,0,0
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,227,0,0.016532018187576877,0,0,1,0,0,1,0.0,0.0,2068000922847.3718,0.0,2068000922847.3718,2068000922847.3718,1,1,1,1.0,1,0.0,0,0
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,235,0,0.03159635577229307,2,0,0,0,0,2,1.157956333789602e+18,0.0,0.0,0.0,5.78978166894801e+17,1.1579563337895926e+18,2,1,6,0.3333333333333333,2,0.0,0,0
0x00222d56e0509a5e9ab05c588c548290a5e9f876,230,0,0.0,1,0,0,0,0,1,1.10570237623672e+18,0.0,0.0,0.0,1.10570237623672e+18,1.10570237623672e+18,1,1,1,1.0,1,0.0,0,0
0x002379916ac42a432f3b53f16782d33267debb4c,230,0,0.0,1,0,0,0,0,1,1.1886507952922616e+18,0.0,0.0,0.0,1.1886507952922616e+18,1.1886507952922616e+18,1,1,1,1.0,1,0.0,0,0
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,235,0,0.015191123845996891,2,0,0,0,0,2,2259609.8782034474,0.0,0.0,0.0,1129804.9391017237,1156346.8866034455,1,1,5,0.4,2,0.0,0,0
0x0023d9ffe7d793895c5da5833d56c737832ead2b,229,0,0.01019696759441096,2,0,0,0,0,2,15189578.905507386,0.0,0.0,0.0,7594789.452753693,10126386.274602346,1,1,1,2.0,1,0.0,0,0
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,230,0,0.0,1,0,0,0,0,1,5129981.410556754,0.0,0.0,0.0,5129981.410556754,5129981.410556754,1,1,1,1.0,1,0.0,0,0
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,228,0,0.016389693535063574,2,0,0,0,0,2,3.1033054982620954e+18,0.0,0.0,0.0,1.5516527491310477e+18,1.6069951620500698e+18,1,1,1,2.0,2,0.0,0,0
0x0024461e7a8ce7157866eaa4c24b702d328250ce,227,0,0.016532018187576877,0,0,1,0,0,1,0.0,0.0,1015376097.255415,0.0,1015376097.255415,1015376097.255415,1,1,1,1.0,1,0.0,0,0
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,230,0,0.0,1,0,0,0,0,1,2.6044090290244564e+16,0.0,0.0,0.0,2.6044090290244564e+16,2.6044090290244564e+16,1,1,1,1.0,1,0.0,0,0
0x00246f7813397868b1beec56e1677efa47816dae,554,1,0.8132509899439412,30,9,3,2,0,44,7.438978731874705e+24,5.816299443463209e+24,7.001681424629034e+24,0.9412154110117387,5.8475312085413056e+23,3.9196888278000086e+24,1,4,21,2.0952380952380953,16,1.7701224063135672,1,0
0x0025a856d01a898bd52286d56c52323b13937b65,230,0,0.0,1,0,0,0,0,1,1.422024974218183e+17,0.0,0.0,0.0,1.422024974218183e+17,1.422024974218183e+17,1,1,1,1.0,1,0.0,0,0
0x00261d225db379b3fc74cd0228d6f90582d39035,228,0,0.020600102096621276,1,1,0,0,0,2,3.2239917783138004e+16,4713438272388597.0,0.0,0.0,1.84766780277633e+16,3.2239917783138004e+16,1,2,1,2.0,1,0.0,0,0
0x00262ffcfda82b5582d1905ca05b849f196b0419,208,0,0.13950645504866324,4,3,2,1,0,10,101419673.61600111,57242858.10787878,101035881.65764046,0.9962158036535024,31665181.96284602,71374010.06261113,2,4,3,3.3333333333333335,2,4.242640687119285,1,0
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,230,0,0.0,1,0,0,0,0,1,1.6209142428199926e+17,0.0,0.0,0.0,1.6209142428199926e+17,1.6209142428199926e+17,1,1,1,1.0,1,0.0,0,0
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,230,0,0.0,1,0,0,0,0,1,1862989.298047552,0.0,0.0,0.0,1862989.298047552,1862989.298047552,1,1,1,1.0,1,0.0,0,0
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,230,0,0.0,1,0,0,0,0,1,2.045908664031135e+17,0.0,0.0,0.0,2.045908664031135e+17,2.045908664031135e+17,1,1,1,1.0,1,0.0,0,0
0x002775390698ef16589bb22bba37ae7906ae2f36,244,0,0.15397593244457455,17,7,1,5,0,30,8.179004375676156e+19,6.852293627181608e+19,11659678.779087674,1.425562115330666e-13,5.123309609848583e+18,4.400828635948491e+19,5,4,20,1.5,9,2.8722813232690143,1,0
0x0027c6cd01364a3c5d29f72269b36dfe85628193,230,0,0.0,1,0,0,0,0,1,1886450.9259060726,0.0,0.0,0.0,1886450.9259060726,1886450.9259060726,1,1,1,1.0,1,0.0,0,0
0x0027f7335d610f15b325baa5798414548720fcaa,216,0,0.17282564037000167,6,2,3,2,0,13,6.465885046937105e+20,1568676366.2421105,4252486168.474447,6.576804470857169e-12,4.973757728470024e+19,6.46588504688649e+20,2,4,1,13.0,3,1.5275252316519465,0,0
